Student_ID,gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status,salary_lpa
3018,Male,IT,5.4,65.6,42.1,0,3.9,74.7,2,3,3,5,4,2,1,10.0,8,Yes,High,Tier 1,Yes,Medium,Placed,13.9
3019,Male,ECE,4.14,52.2,44.5,0,4.1,53.6,3,2,3,3,3,2,2,8.1,4,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3020,Female,ME,9.77,88.5,90.3,0,9.6,91.9,4,3,4,4,5,3,1,9.0,7,No,Medium,Tier 1,Yes,Medium,Placed,18.83
3021,Male,ECE,5.82,71.2,56.1,1,4.3,55.8,2,3,2,4,3,1,0,7.0,7,No,Medium,Tier 2,Yes,Low,Placed,12.1
3022,Male,ME,8.67,92.0,100.0,0,7.6,92.7,4,2,5,4,2,3,2,7.6,5,Yes,High,Tier 1,Yes,High,Not Placed,0.0
3023,Female,ME,9.53,100.0,94.1,1,8.0,80.7,5,2,5,3,4,5,2,7.3,5,Yes,Low,Tier 2,Yes,Medium,Placed,18.4
3024,Male,ECE,6.75,72.8,71.6,1,5.7,75.9,7,2,5,2,4,5,2,4.9,5,No,Medium,Tier 1,Yes,Low,Placed,15.86
3025,Male,CSE,5.49,43.5,67.4,1,6.9,73.9,2,2,3,3,2,3,0,4.0,6,No,Medium,Tier 3,Yes,Low,Placed,11.72
3026,Male,ECE,0.04,0.0,24.0,0,1.6,42.3,2,0,1,3,2,2,2,5.7,7,Yes,Low,Tier 1,Yes,Low,Not Placed,0.0
3027,Female,ME,0.4,25.8,0.0,0,3.3,46.7,4,1,2,3,0,1,0,8.5,10,Yes,Low,Tier 1,Yes,Medium,Not Placed,0.0
3028,Female,CSE,2.01,26.4,27.6,0,2.9,44.5,3,0,3,1,2,2,2,6.5,9,Yes,Medium,Tier 2,Yes,High,Not Placed,0.0
3029,Female,ECE,1.86,35.2,18.8,0,3.3,52.0,2,2,1,2,1,0,2,7.9,7,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3030,Female,ME,2.55,37.8,42.4,2,2.7,44.5,2,2,2,3,5,1,2,8.6,6,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
3031,Male,ECE,3.05,39.3,39.5,0,3.1,29.6,0,3,1,2,1,1,1,5.5,4,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
3032,Male,IT,3.6,44.6,47.0,0,4.4,63.0,3,0,1,2,3,0,2,8.8,7,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3033,Female,CSE,4.21,42.1,30.9,0,4.9,63.8,4,1,4,2,1,3,2,5.6,8,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3034,Male,CSE,0.99,23.3,22.8,3,2.8,53.1,1,0,1,3,2,0,2,6.8,8,No,Low,Tier 2,Yes,High,Not Placed,0.0
3035,Male,IT,0.42,12.7,32.5,0,2.2,37.2,0,1,1,0,0,1,0,5.7,6,Yes,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3036,Male,CSE,6.74,68.6,86.0,0,4.9,56.2,5,3,4,2,4,3,2,7.3,4,Yes,Medium,Tier 3,Yes,High,Placed,15.46
3037,Male,CSE,5.37,57.4,68.1,2,4.5,66.1,3,2,3,4,4,3,1,6.8,6,Yes,Medium,Tier 3,Yes,Low,Placed,11.64
3038,Female,ME,4.44,50.5,40.2,0,5.5,72.3,3,2,2,3,3,2,2,8.0,7,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3039,Male,CSE,6.34,78.1,81.3,0,4.0,78.8,4,3,3,4,2,1,2,8.2,8,No,Medium,Tier 1,Yes,Low,Placed,15.95
3040,Male,EE,8.28,84.1,91.5,0,7.6,82.9,4,3,5,1,4,3,4,8.9,6,No,Low,Tier 2,Yes,Low,Placed,17.32
3041,Male,EE,4.28,61.6,51.1,0,4.4,40.7,0,2,2,3,2,1,0,7.9,7,No,Medium,Tier 1,Yes,High,Not Placed,0.0
3042,Female,CSE,6.41,84.9,49.0,0,6.8,61.1,2,1,2,3,4,3,0,8.0,8,No,Low,Tier 2,Yes,High,Placed,13.69
3043,Male,CSE,9.54,100.0,100.0,0,8.6,98.0,5,4,5,4,3,5,1,6.5,5,No,High,Tier 3,Yes,Medium,Placed,18.45
3044,Male,IT,8.4,91.7,79.3,3,6.7,65.4,5,2,5,4,5,4,3,6.8,4,No,Medium,Tier 2,Yes,Low,Placed,17.07
3045,Female,ECE,4.26,54.5,55.5,1,3.8,56.7,4,4,2,4,3,2,1,7.4,9,No,High,Tier 2,Yes,High,Not Placed,0.0
3046,Female,CSE,6.45,78.5,70.3,5,5.5,74.2,4,1,4,2,2,2,3,5.5,7,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
3047,Male,IT,1.77,30.9,47.5,0,3.3,59.4,2,1,1,2,1,1,1,8.3,7,No,High,Tier 2,Yes,Medium,Not Placed,0.0
3048,Male,CSE,5.61,72.5,61.6,0,3.1,76.0,4,3,3,5,3,2,3,6.8,4,No,Medium,Tier 2,Yes,Low,Placed,14.28
3049,Male,ME,9.81,100.0,96.3,4,8.5,100.0,4,1,5,3,5,5,1,7.2,1,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
3050,Male,CSE,5.18,55.4,75.2,0,4.2,69.7,0,3,1,2,2,1,4,5.2,6,Yes,Medium,Tier 1,Yes,High,Placed,11.73
3051,Male,CSE,9.28,100.0,85.7,1,8.2,80.5,5,4,4,3,4,2,4,6.6,6,Yes,Low,Tier 1,Yes,Low,Placed,16.73
3052,Male,CSE,4.07,50.5,58.7,0,4.7,52.1,2,0,3,5,4,1,1,8.0,7,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
3053,Male,EE,9.99,98.9,95.9,1,6.8,83.7,5,3,5,2,5,4,0,7.5,6,No,Medium,Tier 2,Yes,Medium,Placed,19.28
3054,Male,IT,5.79,59.5,54.3,3,5.3,76.8,2,2,3,2,1,2,1,8.0,4,No,Low,Tier 3,Yes,Low,Not Placed,0.0
3055,Female,ME,0.42,20.2,21.4,0,1.9,29.2,3,0,2,2,1,3,1,6.6,6,No,Low,Tier 1,Yes,High,Not Placed,0.0
3056,Female,ECE,5.87,74.9,71.9,0,5.7,65.5,3,1,2,4,4,2,0,7.2,8,No,Medium,Tier 1,Yes,Medium,Placed,12.57
3057,Female,CSE,2.75,47.3,53.5,0,3.3,51.8,3,1,3,3,3,2,1,6.9,7,Yes,Low,Tier 2,Yes,Medium,Not Placed,0.0
3058,Male,CSE,0.32,21.3,35.3,0,0.5,56.6,3,1,2,4,0,2,1,7.8,3,No,High,Tier 2,Yes,Medium,Not Placed,0.0
3059,Male,ECE,8.21,90.8,80.7,0,6.2,92.1,4,3,4,5,4,5,1,7.3,5,Yes,Medium,Tier 1,Yes,Medium,Placed,17.11
3060,Female,ECE,2.76,51.2,30.2,1,2.1,42.3,2,1,2,1,3,0,2,6.5,4,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3061,Male,IT,7.97,81.2,78.6,0,7.6,84.6,5,3,5,2,4,3,1,4.0,9,No,Medium,Tier 1,Yes,Low,Placed,17.5
3062,Male,CSE,2.88,28.3,29.2,0,3.4,72.1,2,1,1,2,3,3,0,7.2,5,No,High,Tier 2,Yes,Low,Not Placed,0.0
3063,Male,CE,1.94,44.5,31.3,0,2.8,54.0,3,0,2,3,4,1,1,5.0,8,Yes,Medium,Tier 2,Yes,High,Not Placed,0.0
3064,Female,CSE,9.74,92.5,92.5,0,6.6,74.3,5,3,5,4,4,4,1,7.8,6,No,Low,Tier 3,Yes,Low,Placed,19.56
3065,Female,EE,3.62,38.9,54.2,0,4.0,45.7,5,1,3,2,3,3,2,8.0,5,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3066,Male,CSE,6.01,48.1,44.0,1,6.3,59.2,2,1,3,2,2,2,4,4.3,4,No,Low,Tier 3,Yes,Medium,Placed,12.94
3067,Male,ECE,6.1,72.6,59.5,2,3.9,88.9,3,0,5,4,3,4,2,7.4,5,No,Medium,Tier 1,Yes,High,Placed,13.75
3068,Female,CSE,5.6,46.4,55.5,0,4.9,83.7,2,2,3,4,3,2,0,7.3,6,No,Low,Tier 2,Yes,Low,Placed,13.23
3069,Male,ECE,9.15,85.3,100.0,0,6.3,82.4,5,4,5,3,5,6,1,7.5,3,No,Low,Tier 3,Yes,Low,Placed,20.34
3070,Female,ECE,6.74,78.2,60.8,1,5.8,67.7,3,3,3,0,3,2,1,5.5,7,No,High,Tier 3,Yes,Medium,Not Placed,0.0
3071,Female,ECE,4.04,56.6,52.6,0,3.4,59.8,3,2,3,4,4,1,3,7.6,4,No,Medium,Tier 1,Yes,High,Not Placed,0.0
3072,Female,ECE,8.62,81.8,85.7,0,7.9,87.6,3,2,4,3,3,4,4,5.5,3,No,Low,Tier 2,Yes,High,Placed,18.15
3073,Male,IT,1.81,29.0,42.9,0,2.9,34.3,5,1,2,3,2,2,2,7.8,3,Yes,Medium,Tier 1,Yes,Low,Not Placed,0.0
3074,Male,IT,5.44,52.5,67.5,0,6.6,64.7,4,1,2,2,3,2,2,7.5,5,No,Low,Tier 3,Yes,Low,Placed,12.86
3075,Male,ME,9.51,90.4,95.3,0,8.1,74.6,4,5,5,2,5,4,2,6.6,7,No,Medium,Tier 2,Yes,Medium,Placed,18.78
3076,Female,CSE,6.25,70.8,62.5,5,6.2,87.8,3,2,3,2,4,2,1,7.5,9,No,Low,Tier 2,Yes,Low,Not Placed,0.0
3077,Female,IT,8.17,79.4,64.8,0,6.7,62.9,3,2,3,1,3,2,2,5.9,5,No,Low,Tier 1,Yes,Medium,Placed,16.34
3078,Male,ECE,6.54,68.1,72.8,3,5.0,53.0,5,3,4,2,3,2,3,6.3,6,No,Medium,Tier 1,Yes,High,Placed,12.22
3079,Male,ECE,8.39,71.7,90.4,0,8.2,90.6,3,3,5,1,3,4,3,8.4,5,Yes,Medium,Tier 2,Yes,High,Placed,17.62
3080,Female,ECE,9.44,100.0,77.8,2,9.4,76.8,3,4,5,3,4,3,1,8.3,1,No,Medium,Tier 2,Yes,Low,Placed,17.94
3081,Female,CSE,2.73,43.3,27.5,0,4.1,45.4,0,0,1,2,2,0,1,5.7,6,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
3082,Female,CSE,1.7,37.4,34.1,0,2.8,46.0,5,1,3,4,2,2,1,6.3,5,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3083,Male,CSE,4.84,69.0,60.1,1,3.9,72.1,3,2,4,1,3,3,1,6.3,2,No,Medium,Tier 3,No,Low,Placed,14.34
3084,Male,CSE,7.02,66.4,64.3,2,7.6,74.5,3,0,2,4,4,2,3,7.1,9,No,High,Tier 2,Yes,Low,Placed,12.84
3085,Female,IT,2.27,30.7,30.4,0,3.7,70.0,2,0,1,4,2,1,1,6.8,7,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3086,Female,IT,0.04,0.0,-0.0,1,3.6,35.2,1,0,1,2,1,3,0,8.6,2,No,Medium,Tier 2,No,Low,Not Placed,0.0
3087,Male,EE,3.43,75.6,59.2,0,2.7,69.9,3,1,2,3,4,1,1,8.8,7,No,Low,Tier 1,Yes,Low,Not Placed,0.0
3088,Male,IT,9.69,95.9,82.5,1,9.1,96.5,4,3,5,2,3,4,1,9.2,10,No,Low,Tier 1,No,Low,Placed,17.67
3089,Male,CSE,6.95,84.5,79.0,1,6.9,100.0,5,3,5,4,2,4,3,9.6,6,No,Medium,Tier 1,Yes,High,Placed,15.3
3090,Male,ME,4.01,36.7,49.7,0,4.0,71.8,0,1,2,5,3,2,3,5.1,7,No,High,Tier 1,Yes,High,Not Placed,0.0
3091,Male,ME,1.93,41.4,46.3,0,4.2,47.1,3,2,3,4,1,2,1,6.8,4,Yes,Medium,Tier 1,Yes,Low,Not Placed,0.0
3092,Female,ECE,3.56,63.8,38.6,0,4.4,63.9,1,3,1,2,1,0,2,6.2,5,No,High,Tier 3,Yes,Medium,Not Placed,0.0
3093,Male,ECE,1.7,28.8,32.2,3,1.8,42.1,4,0,2,3,2,2,2,5.9,9,Yes,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3094,Female,EE,1.06,13.9,9.5,0,2.1,38.1,1,1,1,5,0,0,1,8.7,7,No,High,Tier 1,Yes,Low,Not Placed,0.0
3095,Male,ECE,9.07,90.7,71.2,0,6.9,73.8,6,4,5,4,5,3,1,7.5,8,No,Medium,Tier 1,Yes,Low,Placed,18.29
3096,Female,CE,9.98,77.6,100.0,0,8.0,85.2,4,3,3,4,5,1,1,5.1,5,No,Low,Tier 1,Yes,Medium,Placed,17.55
3097,Female,CSE,1.64,28.6,13.3,1,3.4,69.6,0,1,0,4,1,1,2,10.0,6,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
3098,Male,CSE,0.55,27.9,20.1,0,2.9,23.9,2,0,1,3,0,2,1,4.8,5,Yes,High,Tier 2,Yes,Medium,Not Placed,0.0
3099,Male,ECE,3.3,42.7,54.5,1,4.0,46.9,1,0,1,3,2,0,0,6.6,7,No,Medium,Tier 2,Yes,High,Not Placed,0.0
3100,Male,ECE,4.62,51.4,62.4,3,4.0,61.6,3,1,2,2,1,0,2,7.1,5,No,Low,Tier 1,Yes,Low,Placed,9.3
3101,Male,ME,2.05,37.7,27.8,0,3.3,46.6,6,0,3,2,0,1,2,5.6,9,No,Low,Tier 3,Yes,High,Not Placed,0.0
3102,Female,EE,3.01,46.6,26.2,0,4.3,57.7,2,1,2,2,0,3,2,7.7,5,Yes,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3103,Female,ECE,2.01,15.5,39.2,5,0.9,41.4,3,1,3,3,3,3,2,6.3,6,No,Low,Tier 2,Yes,High,Not Placed,0.0
3104,Male,CSE,7.74,81.7,93.3,0,7.0,86.8,2,2,3,3,3,3,4,8.0,2,No,Medium,Tier 2,Yes,Medium,Placed,15.86
3105,Male,ME,7.13,100.0,68.4,1,6.3,91.5,2,2,2,3,2,3,3,7.5,8,No,High,Tier 3,Yes,Low,Placed,14.1
3106,Male,IT,6.35,55.6,60.8,1,6.9,88.3,3,1,3,3,3,4,2,4.0,3,Yes,Medium,Tier 3,Yes,Medium,Placed,14.76
3107,Female,CSE,3.87,47.0,43.7,1,4.6,55.0,1,2,1,4,5,0,2,5.1,4,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3108,Male,ECE,9.09,100.0,96.4,0,8.3,96.9,3,3,4,3,5,3,2,8.0,3,No,Medium,Tier 1,Yes,Low,Placed,17.41
3109,Male,IT,9.7,100.0,100.0,0,7.8,79.4,3,4,5,4,4,4,4,7.5,3,No,Medium,Tier 2,Yes,High,Placed,20.12
3110,Female,IT,1.74,24.7,19.5,1,2.7,36.8,0,0,1,4,1,0,3,5.8,7,No,Low,Tier 1,Yes,Low,Not Placed,0.0
3111,Female,ECE,2.23,36.0,20.9,0,4.0,34.3,2,0,2,3,1,1,0,6.2,4,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3112,Male,CSE,5.26,59.7,83.5,1,5.1,66.0,4,1,4,2,2,4,2,6.9,3,Yes,Low,Tier 3,Yes,Medium,Placed,13.5
3113,Female,EE,0.91,15.3,23.5,0,2.3,30.1,1,2,0,4,2,0,0,4.6,2,No,Low,Tier 3,Yes,Low,Not Placed,0.0
3114,Male,IT,4.36,51.3,55.4,0,3.0,42.9,3,3,2,4,2,2,1,9.7,8,No,Low,Tier 2,Yes,High,Not Placed,0.0
3115,Male,ECE,5.82,61.7,57.6,0,5.5,65.3,1,1,1,4,2,0,2,5.8,5,No,Medium,Tier 2,Yes,Low,Placed,10.38
3116,Female,CSE,5.22,60.5,64.7,3,3.1,45.6,2,2,3,5,1,3,0,7.0,5,No,Low,Tier 1,Yes,Low,Placed,13.07
3117,Female,IT,3.31,35.7,54.1,0,3.3,70.8,4,0,3,4,4,2,0,9.0,7,Yes,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3118,Male,CSE,5.42,48.3,64.4,0,5.4,60.8,4,1,4,5,4,3,1,6.8,7,No,Low,Tier 1,Yes,Low,Placed,13.69
3119,Male,CSE,9.59,96.1,100.0,3,9.0,100.0,4,3,5,3,4,3,0,7.4,6,No,Medium,Tier 2,No,Medium,Placed,17.49
3120,Male,ECE,2.06,49.7,31.2,1,1.9,41.5,4,1,3,2,3,4,6,5.9,8,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
3121,Male,CSE,6.55,71.5,67.8,4,6.5,60.0,5,2,4,4,2,3,3,6.3,3,No,High,Tier 2,Yes,High,Not Placed,0.0
3122,Male,IT,0.43,15.3,23.8,0,3.3,51.7,2,1,1,2,1,1,0,5.9,5,No,High,Tier 2,Yes,Low,Not Placed,0.0
3123,Male,CSE,0.66,28.2,27.9,2,1.3,40.0,1,1,0,5,1,2,2,8.5,7,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3124,Male,IT,5.52,60.3,64.4,0,3.8,90.8,1,2,1,5,3,0,0,6.2,9,No,High,Tier 2,Yes,Low,Placed,12.07
3125,Female,CSE,1.05,42.6,13.6,2,2.5,35.7,3,0,2,3,0,2,3,6.1,9,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
3126,Female,CSE,0.22,16.8,22.9,2,0.5,31.0,1,0,1,4,1,0,2,6.0,3,No,High,Tier 1,Yes,Medium,Not Placed,0.0
3127,Female,CSE,1.72,36.6,28.0,0,1.9,57.4,5,1,3,4,0,2,1,7.5,6,No,Low,Tier 1,No,Medium,Not Placed,0.0
3128,Male,CE,5.65,55.5,57.4,0,6.4,81.0,3,3,2,1,3,2,3,7.7,6,No,Low,Tier 3,No,Medium,Placed,11.92
3129,Female,ME,7.03,79.8,74.6,1,8.3,79.0,5,1,5,2,5,3,0,4.6,5,No,Medium,Tier 1,Yes,Medium,Placed,15.23
3130,Female,CSE,2.02,34.9,24.5,0,1.9,87.1,3,1,1,3,3,3,2,7.1,7,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3131,Female,IT,6.68,71.2,60.1,1,5.4,71.7,3,3,3,3,3,4,0,7.4,10,No,Medium,Tier 2,Yes,Medium,Placed,15.51
3132,Female,IT,1.82,25.5,6.4,0,2.3,30.7,2,0,1,5,0,1,3,8.7,4,No,Low,Tier 1,Yes,Low,Not Placed,0.0
3133,Female,EE,6.13,60.7,84.5,3,5.2,59.7,5,3,3,3,1,1,0,5.5,3,No,Medium,Tier 3,Yes,Medium,Placed,13.13
3134,Male,ECE,4.12,52.8,56.5,0,6.3,56.4,3,3,2,1,3,1,1,5.7,7,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3135,Male,IT,6.54,76.9,69.2,0,5.5,92.5,3,3,3,2,4,3,0,7.8,5,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
3136,Female,CSE,9.95,98.3,90.9,0,8.1,92.5,3,4,3,4,5,1,2,6.9,7,Yes,Medium,Tier 1,Yes,Medium,Placed,18.03
3137,Female,ECE,9.38,97.6,64.3,0,9.7,100.0,3,2,4,1,5,5,3,8.7,6,Yes,Low,Tier 1,Yes,Low,Placed,16.47
3138,Female,EE,0.04,15.0,11.0,0,2.1,40.5,2,0,2,1,1,2,1,8.3,5,No,High,Tier 2,Yes,Medium,Not Placed,0.0
3139,Male,ECE,8.85,91.2,96.0,0,8.7,100.0,2,2,3,3,4,1,0,7.3,4,No,High,Tier 2,Yes,High,Placed,15.41
3140,Male,CSE,0.66,18.6,32.7,0,1.1,43.6,0,0,0,4,0,0,2,6.9,6,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3141,Male,CSE,9.53,96.2,100.0,2,7.6,96.7,4,3,4,3,5,2,1,6.8,5,No,Low,Tier 3,Yes,High,Placed,16.02
3142,Female,IT,2.82,66.0,42.1,0,2.4,61.0,3,1,2,4,2,1,2,7.0,8,No,High,Tier 3,Yes,High,Not Placed,0.0
3143,Male,IT,3.82,50.6,61.6,1,5.0,51.1,2,1,2,3,2,0,1,7.1,6,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3144,Male,ECE,0.92,29.3,22.1,0,3.4,33.9,1,0,1,3,2,0,0,8.7,3,No,Low,Tier 3,Yes,Low,Not Placed,0.0
3145,Male,EE,1.12,28.9,37.8,0,1.7,45.9,1,1,0,2,3,0,0,4.6,8,Yes,Medium,Tier 1,Yes,Low,Not Placed,0.0
3146,Male,CSE,7.27,74.2,72.3,0,6.2,100.0,6,1,5,4,5,5,2,6.5,5,No,Medium,Tier 1,Yes,Medium,Placed,16.68
3147,Female,CSE,9.44,100.0,84.7,0,7.8,73.2,5,4,5,1,3,4,2,7.2,10,No,Medium,Tier 2,Yes,Medium,Placed,17.68
3148,Female,CE,6.11,64.0,56.8,0,4.2,47.3,6,2,5,3,4,4,1,6.3,5,Yes,Medium,Tier 2,Yes,Low,Placed,14.36
3149,Female,CSE,7.16,86.4,64.6,0,5.8,74.8,3,3,3,4,4,3,2,6.7,4,No,Low,Tier 1,Yes,Medium,Placed,15.62
3150,Male,CSE,7.62,76.4,85.6,0,7.6,93.1,4,3,4,2,5,2,0,6.5,5,No,Low,Tier 1,Yes,Low,Placed,16.29
3151,Female,ECE,2.63,27.8,31.6,0,2.5,51.4,5,2,3,1,2,3,1,8.6,5,No,High,Tier 1,Yes,Low,Not Placed,0.0
3152,Male,ME,0.45,22.5,11.3,0,1.9,23.7,1,1,1,0,2,0,4,6.5,5,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
3153,Female,CSE,0.02,4.1,25.3,0,0.2,36.1,0,0,0,4,2,0,2,6.1,4,Yes,Medium,Tier 2,Yes,Low,Not Placed,0.0
3154,Male,CE,3.51,50.2,49.4,0,3.8,35.3,3,1,3,4,0,3,1,7.9,5,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
3155,Male,IT,2.41,23.5,46.9,1,2.6,57.0,0,0,2,3,2,4,2,6.4,9,No,Low,Tier 1,Yes,Medium,Not Placed,0.0
3156,Female,CSE,0.62,17.1,28.1,0,0.7,35.0,0,0,0,1,0,0,0,6.8,5,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3157,Female,IT,1.8,16.0,24.9,0,3.6,44.8,2,1,1,3,1,0,3,5.7,10,No,Low,Tier 2,Yes,High,Not Placed,0.0
3158,Male,ECE,1.24,53.8,28.7,0,3.2,47.6,3,1,1,4,1,1,1,6.5,8,No,High,Tier 2,Yes,High,Not Placed,0.0
3159,Female,ECE,9.15,76.2,92.5,0,6.9,92.4,5,3,5,1,3,4,0,7.0,5,No,Medium,Tier 1,Yes,Medium,Placed,19.0
3160,Male,IT,1.4,27.0,20.0,0,2.3,36.9,3,0,2,4,1,1,2,5.5,7,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
3161,Male,EE,5.38,72.2,50.0,1,5.3,79.7,3,0,2,1,1,1,2,6.9,4,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
3162,Male,CSE,5.93,75.8,58.6,1,3.8,80.1,5,2,2,2,2,0,0,7.6,8,Yes,High,Tier 1,Yes,High,Not Placed,0.0
3163,Male,ECE,5.43,69.7,81.8,0,3.9,46.3,5,0,4,3,3,3,3,4.6,8,Yes,Medium,Tier 2,Yes,Low,Placed,13.53
3164,Male,ECE,0.99,20.2,21.8,0,3.5,38.2,0,1,0,4,2,2,1,6.2,7,No,Low,Tier 3,Yes,Low,Not Placed,0.0
3165,Male,ECE,3.19,55.6,55.8,0,2.7,41.2,3,3,1,5,1,3,1,10.0,4,Yes,Low,Tier 2,Yes,Medium,Not Placed,0.0
3166,Male,ECE,0.51,28.5,17.4,0,3.1,22.8,1,1,2,4,3,2,0,6.8,7,No,Low,Tier 3,Yes,Low,Not Placed,0.0
3167,Female,CSE,3.96,50.8,58.6,3,2.9,65.2,3,1,3,5,3,2,1,8.4,4,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3168,Male,IT,1.89,33.5,42.1,1,3.5,41.3,0,0,1,3,3,1,5,7.0,3,No,High,Tier 1,Yes,Medium,Not Placed,0.0
3169,Female,ECE,5.62,59.7,72.5,0,5.1,67.0,4,1,2,2,1,1,1,6.6,6,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
3170,Male,CSE,6.93,64.8,77.3,4,6.2,68.5,5,2,4,4,4,2,3,8.1,2,No,Medium,Tier 2,Yes,High,Not Placed,0.0
3171,Female,ME,5.32,72.6,74.3,0,7.1,71.4,4,3,3,5,3,2,0,8.4,5,No,Low,Tier 3,Yes,High,Placed,14.88
3172,Male,ME,4.34,65.0,56.5,0,3.3,69.2,3,2,2,4,1,3,0,5.9,6,Yes,High,Tier 1,Yes,High,Not Placed,0.0
3173,Male,ECE,3.87,39.1,66.1,0,4.8,84.3,4,1,3,4,5,2,2,5.7,9,Yes,Medium,Tier 3,Yes,Low,Not Placed,0.0
3174,Male,CSE,8.42,85.0,69.2,0,7.9,83.3,4,3,4,5,3,3,3,5.4,4,No,Medium,Tier 3,Yes,Low,Placed,16.83
3175,Male,IT,2.19,32.2,39.0,2,6.4,30.8,3,2,2,3,2,1,1,5.9,3,No,Low,Tier 1,Yes,Low,Not Placed,0.0
3176,Male,CSE,7.34,77.1,79.6,2,5.6,73.0,2,3,2,3,4,2,3,8.4,7,No,Medium,Tier 2,Yes,Low,Placed,13.46
3177,Female,CSE,7.57,80.0,69.2,0,6.2,90.6,2,3,3,4,4,3,1,7.0,6,No,Medium,Tier 1,Yes,Medium,Placed,13.97
3178,Female,IT,4.19,60.1,57.3,0,5.2,50.9,3,0,3,4,4,1,0,8.4,6,No,High,Tier 3,Yes,Low,Not Placed,0.0
3179,Female,CSE,2.97,32.8,26.9,1,3.4,35.0,6,0,3,4,4,2,0,5.8,3,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
3180,Female,CSE,4.71,46.6,49.1,1,4.3,54.2,3,0,3,3,2,3,4,5.8,8,No,Low,Tier 1,Yes,Medium,Not Placed,0.0
3181,Male,CSE,0.93,35.3,5.4,0,3.1,34.2,2,0,1,4,1,1,0,6.5,1,No,High,Tier 2,Yes,Medium,Not Placed,0.0
3182,Male,CSE,0.46,14.3,37.3,0,1.6,24.8,4,0,2,4,2,3,2,7.4,6,No,High,Tier 1,Yes,Medium,Not Placed,0.0
3183,Male,CSE,1.12,11.9,24.6,1,1.4,44.3,2,0,1,3,0,2,4,6.8,8,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
3184,Male,EE,1.87,26.0,54.6,2,3.5,45.3,2,0,3,2,3,4,0,7.8,6,No,High,Tier 2,Yes,Medium,Not Placed,0.0
3185,Male,CSE,5.04,54.5,66.3,1,5.4,74.7,2,1,2,4,4,1,1,7.5,5,No,Low,Tier 1,Yes,Medium,Not Placed,0.0
3186,Male,CSE,8.49,100.0,90.4,0,7.1,80.6,4,1,4,2,5,4,0,7.6,3,No,Medium,Tier 2,Yes,Medium,Placed,16.99
3187,Male,CSE,2.36,44.3,31.0,0,2.8,55.9,5,1,2,2,2,2,1,7.8,4,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
3188,Male,CE,9.35,100.0,82.3,2,7.1,85.2,6,4,5,3,5,5,0,8.3,10,No,High,Tier 3,Yes,Low,Placed,16.9
3189,Female,ECE,9.55,100.0,99.6,2,8.9,78.7,6,3,5,0,5,4,1,4.0,4,No,Low,Tier 1,Yes,Medium,Placed,17.6
3190,Female,ECE,9.59,100.0,94.0,0,7.9,86.0,5,3,5,5,3,5,0,7.0,6,No,Low,Tier 3,No,Low,Placed,20.1
